id(PK),email(UK),phone(UK),name,track(NN),background,history,pretest,github,status,round
212,jungle0000212@apply.kr,010-0000-0212,오민수,game_lab,student,major_english_grade_3,77,gh_0000212,pretest_pass,2026_spring
213,jungle0000213@apply.kr,010-0000-0213,서민수,game_tech_lab,student,major_english_grade_3,37,gh_0000213,rejected,2026_spring
214,jungle0000214@apply.kr,010-0000-0214,신민수,sw_ai_lab,student,major_biology_grade_3,63,none,submitted,2026_spring
215,jungle0000215@apply.kr,010-0000-0215,권민수,game_lab,student,major_biology_grade_3,89,gh_0000215,interview_wait,2026_spring
216,jungle0000216@apply.kr,010-0000-0216,황민수,game_tech_lab,student,major_biology_grade_3,49,gh_0000216,rejected,2026_spring
217,jungle0000217@apply.kr,010-0000-0217,안민수,sw_ai_lab,student,major_cs_grade_3,75,none,pretest_pass,2026_spring
218,jungle0000218@apply.kr,010-0000-0218,송민수,game_lab,student,major_cs_grade_4,35,gh_0000218,rejected,2026_spring
219,jungle0000219@apply.kr,010-0000-0219,전민수,game_tech_lab,student,major_cs_grade_4,61,gh_0000219,submitted,2026_spring
220,jungle0000220@apply.kr,010-0000-0220,홍민수,sw_ai_lab,student,major_software_grade_4,87,gh_0000220,interview_wait,2026_spring
221,jungle0000221@apply.kr,010-0000-0221,김민영,game_lab,student,major_software_grade_4,47,none,rejected,2026_spring
222,jungle0000222@apply.kr,010-0000-0222,이민영,game_tech_lab,student,major_software_grade_4,73,gh_0000222,pretest_pass,2026_spring
223,jungle0000223@apply.kr,010-0000-0223,박민영,sw_ai_lab,student,major_ai_grade_4,99,gh_0000223,final_pass,2026_spring
224,jungle0000224@apply.kr,010-0000-0224,최민영,game_lab,student,major_ai_grade_4,59,none,submitted,2026_spring
225,jungle0000225@apply.kr,010-0000-0225,정민영,game_tech_lab,student,major_ai_grade_1,85,gh_0000225,final_wait,2026_spring
226,jungle0000226@apply.kr,010-0000-0226,강민영,sw_ai_lab,student,major_game_grade_1,45,gh_0000226,final_wait,2026_spring
227,jungle0000227@apply.kr,010-0000-0227,조민영,game_lab,student,major_game_grade_1,71,gh_0000227,pretest_pass,2026_spring
228,jungle0000228@apply.kr,010-0000-0228,윤민영,game_tech_lab,student,major_game_grade_1,97,gh_0000228,final_wait,2026_spring
229,jungle0000229@apply.kr,010-0000-0229,장민영,sw_ai_lab,student,major_math_grade_1,57,gh_0000229,final_wait,2026_spring
230,jungle0000230@apply.kr,010-0000-0230,임민영,game_lab,student,major_math_grade_1,83,gh_0000230,interview_wait,2026_spring
231,jungle0000231@apply.kr,010-0000-0231,한민영,game_tech_lab,student,major_math_grade_1,43,none,rejected,2026_spring
232,jungle0000232@apply.kr,010-0000-0232,오민영,sw_ai_lab,student,major_physics_grade_2,69,gh_0000232,pretest_pass,2026_spring
233,jungle0000233@apply.kr,010-0000-0233,서민영,game_lab,student,major_physics_grade_2,95,gh_0000233,final_wait,2026_spring
234,jungle0000234@apply.kr,010-0000-0234,신민영,game_tech_lab,student,major_physics_grade_2,55,gh_0000234,final_wait,2026_spring
235,jungle0000235@apply.kr,010-0000-0235,권민영,sw_ai_lab,student,major_stats_grade_2,81,gh_0000235,interview_wait,2026_spring
236,jungle0000236@apply.kr,010-0000-0236,황민영,game_lab,student,major_stats_grade_2,41,gh_0000236,rejected,2026_spring
237,jungle0000237@apply.kr,010-0000-0237,안민영,game_tech_lab,student,major_stats_grade_2,67,gh_0000237,pretest_pass,2026_spring
238,jungle0000238@apply.kr,010-0000-0238,송민영,sw_ai_lab,student,major_design_grade_2,93,none,final_wait,2026_spring
239,jungle0000239@apply.kr,010-0000-0239,전민영,game_lab,student,major_design_grade_3,53,gh_0000239,submitted,2026_spring
240,jungle0000240@apply.kr,010-0000-0240,홍민영,game_tech_lab,student,major_design_grade_3,79,gh_0000240,pretest_pass,2026_spring
241,jungle0000241@apply.kr,010-0000-0241,김민원,sw_ai_lab,student,major_ee_grade_3,39,gh_0000241,final_wait,2026_spring
242,jungle0000242@apply.kr,010-0000-0242,이민원,game_lab,student,major_ee_grade_3,65,gh_0000242,pretest_pass,2026_spring
243,jungle0000243@apply.kr,010-0000-0243,박민원,game_tech_lab,student,major_ee_grade_3,91,gh_0000243,final_wait,2026_spring
244,jungle0000244@apply.kr,010-0000-0244,최민원,sw_ai_lab,student,major_business_grade_3,51,gh_0000244,final_wait,2026_spring
245,jungle0000245@apply.kr,010-0000-0245,정민원,game_lab,student,major_business_grade_3,77,none,pretest_pass,2026_spring
246,jungle0000246@apply.kr,010-0000-0246,강민원,game_tech_lab,student,major_business_grade_4,37,gh_0000246,rejected,2026_spring
247,jungle0000247@apply.kr,010-0000-0247,조민원,sw_ai_lab,student,major_english_grade_4,63,gh_0000247,submitted,2026_spring
248,jungle0000248@apply.kr,010-0000-0248,윤민원,game_lab,student,major_english_grade_4,89,gh_0000248,interview_wait,2026_spring
249,jungle0000249@apply.kr,010-0000-0249,장민원,game_tech_lab,student,major_english_grade_4,49,gh_0000249,rejected,2026_spring
250,jungle0000250@apply.kr,010-0000-0250,임민원,sw_ai_lab,student,major_biology_grade_4,75,gh_0000250,pretest_pass,2026_spring
251,jungle0000251@apply.kr,010-0000-0251,한민원,game_lab,student,major_biology_grade_4,35,gh_0000251,rejected,2026_spring
252,jungle0000252@apply.kr,010-0000-0252,오민원,game_tech_lab,student,major_biology_grade_4,61,none,submitted,2026_spring
253,jungle0000253@apply.kr,010-0000-0253,서민원,sw_ai_lab,student,major_cs_grade_1,87,gh_0000253,interview_wait,2026_spring
254,jungle0000254@apply.kr,010-0000-0254,신민원,game_lab,student,major_cs_grade_1,47,gh_0000254,final_wait,2026_spring
255,jungle0000255@apply.kr,010-0000-0255,권민원,game_tech_lab,student,major_cs_grade_1,73,none,pretest_pass,2026_spring
256,jungle0000256@apply.kr,010-0000-0256,황민원,sw_ai_lab,student,major_software_grade_1,99,gh_0000256,final_wait,2026_spring
257,jungle0000257@apply.kr,010-0000-0257,안민원,game_lab,student,major_software_grade_1,59,gh_0000257,final_wait,2026_spring
258,jungle0000258@apply.kr,010-0000-0258,송민원,game_tech_lab,student,major_software_grade_1,85,gh_0000258,final_wait,2026_spring
259,jungle0000259@apply.kr,010-0000-0259,전민원,sw_ai_lab,student,major_ai_grade_1,45,gh_0000259,rejected,2026_spring
260,jungle0000260@apply.kr,010-0000-0260,홍민원,game_lab,student,major_ai_grade_2,71,gh_0000260,final_wait,2026_spring
261,jungle0000261@apply.kr,010-0000-0261,김민호,game_tech_lab,student,major_ai_grade_2,97,gh_0000261,final_wait,2026_spring
262,jungle0000262@apply.kr,010-0000-0262,이민호,sw_ai_lab,student,major_game_grade_2,57,none,submitted,2026_spring
263,jungle0000263@apply.kr,010-0000-0263,박민호,game_lab,newgrad,major_game_graduate,83,gh_0000263,final_wait,2026_spring
264,jungle0000264@apply.kr,010-0000-0264,최민호,game_tech_lab,newgrad,major_game_graduate,43,gh_0000264,rejected,2026_spring
265,jungle0000265@apply.kr,010-0000-0265,정민호,sw_ai_lab,newgrad,major_math_graduate,69,gh_0000265,pretest_pass,2026_spring
266,jungle0000266@apply.kr,010-0000-0266,강민호,game_lab,newgrad,major_math_graduate,95,gh_0000266,final_wait,2026_spring
267,jungle0000267@apply.kr,010-0000-0267,조민호,game_tech_lab,newgrad,major_math_graduate,55,gh_0000267,submitted,2026_spring
268,jungle0000268@apply.kr,010-0000-0268,윤민호,sw_ai_lab,newgrad,major_physics_graduate,81,gh_0000268,interview_wait,2026_spring
269,jungle0000269@apply.kr,010-0000-0269,장민호,game_lab,newgrad,major_physics_graduate,41,gh_0000269,rejected,2026_spring
270,jungle0000270@apply.kr,010-0000-0270,임민호,game_tech_lab,newgrad,major_physics_graduate,67,gh_0000270,pretest_pass,2026_spring
271,jungle0000271@apply.kr,010-0000-0271,한민호,sw_ai_lab,newgrad,major_stats_graduate,93,gh_0000271,final_wait,2026_spring
272,jungle0000272@apply.kr,010-0000-0272,오민호,game_lab,newgrad,major_stats_graduate,53,gh_0000272,final_wait,2026_spring
273,jungle0000273@apply.kr,010-0000-0273,서민호,game_tech_lab,newgrad,major_stats_graduate,79,gh_0000273,pretest_pass,2026_spring
274,jungle0000274@apply.kr,010-0000-0274,신민호,sw_ai_lab,newgrad,major_design_graduate,39,gh_0000274,rejected,2026_spring
275,jungle0000275@apply.kr,010-0000-0275,권민호,game_lab,incumbent,game_client_1y,65,gh_0000275,pretest_pass,2026_spring
276,jungle0000276@apply.kr,010-0000-0276,황민호,game_tech_lab,incumbent,game_server_2y,91,gh_0000276,final_wait,2026_spring
277,jungle0000277@apply.kr,010-0000-0277,안민호,sw_ai_lab,incumbent,game_server_2y,51,gh_0000277,submitted,2026_spring
278,jungle0000278@apply.kr,010-0000-0278,송민호,game_lab,incumbent,game_server_2y,77,gh_0000278,final_wait,2026_spring
279,jungle0000279@apply.kr,010-0000-0279,전민호,game_tech_lab,incumbent,game_server_2y,37,gh_0000279,rejected,2026_spring
280,jungle0000280@apply.kr,010-0000-0280,홍민호,sw_ai_lab,incumbent,game_server_2y,63,gh_0000280,submitted,2026_spring
281,jungle0000281@apply.kr,010-0000-0281,김민혜,game_lab,incumbent,backend_2y,89,gh_0000281,interview_wait,2026_spring
282,jungle0000282@apply.kr,010-0000-0282,이민혜,game_tech_lab,incumbent,backend_2y,49,gh_0000282,rejected,2026_spring
283,jungle0000283@apply.kr,010-0000-0283,박민혜,sw_ai_lab,incumbent,backend_2y,75,gh_0000283,pretest_pass,2026_spring
284,jungle0000284@apply.kr,010-0000-0284,최민혜,game_lab,incumbent,backend_2y,35,gh_0000284,rejected,2026_spring
285,jungle0000285@apply.kr,010-0000-0285,정민혜,game_tech_lab,incumbent,backend_2y,61,gh_0000285,submitted,2026_spring
286,jungle0000286@apply.kr,010-0000-0286,강민혜,sw_ai_lab,incumbent,frontend_2y,87,gh_0000286,interview_wait,2026_spring
287,jungle0000287@apply.kr,010-0000-0287,조민혜,game_lab,switcher,pm_7y,47,gh_0000287,rejected,2026_spring
288,jungle0000288@apply.kr,010-0000-0288,윤민혜,game_tech_lab,switcher,pm_7y,73,gh_0000288,final_wait,2026_spring
289,jungle0000289@apply.kr,010-0000-0289,장민혜,sw_ai_lab,switcher,sales_7y,99,gh_0000289,final_wait,2026_spring
290,jungle0000290@apply.kr,010-0000-0290,임민혜,game_lab,switcher,sales_7y,59,gh_0000290,submitted,2026_spring
291,jungle0000291@apply.kr,010-0000-0291,한민혜,game_tech_lab,switcher,sales_7y,85,gh_0000291,interview_wait,2026_spring
292,jungle0000292@apply.kr,010-0000-0292,오민혜,sw_ai_lab,switcher,sales_7y,50,gh_0000292,final_wait,2026_spring
293,jungle0000293@apply.kr,010-0000-0293,서민혜,game_lab,switcher,sales_7y,76,none,final_wait,2026_spring
294,jungle0000294@apply.kr,010-0000-0294,신민혜,game_tech_lab,switcher,sales_7y,36,gh_0000294,rejected,2026_spring
295,jungle0000295@apply.kr,010-0000-0295,권민혜,sw_ai_lab,switcher,sales_7y,62,gh_0000295,submitted,2026_spring
296,jungle0000296@apply.kr,010-0000-0296,황민혜,game_lab,selftaught,bootcamp_42m,88,gh_0000296,interview_wait,2026_spring
297,jungle0000297@apply.kr,010-0000-0297,안민혜,game_tech_lab,selftaught,bootcamp_42m,48,gh_0000297,final_wait,2026_spring
298,jungle0000298@apply.kr,010-0000-0298,송민혜,sw_ai_lab,selftaught,bootcamp_42m,74,gh_0000298,pretest_pass,2026_spring
299,jungle0000299@apply.kr,010-0000-0299,전민혜,game_lab,selftaught,bootcamp_42m,100,gh_0000299,final_pass,2026_spring
300,jungle0000300@apply.kr,010-0000-0300,홍민혜,game_tech_lab,selftaught,bootcamp_42m,60,gh_0000300,final_wait,2026_spring
301,jungle0000301@apply.kr,010-0000-0301,김민현,sw_ai_lab,student,major_math_grade_3,86,gh_0000301,interview_wait,2026_spring
302,jungle0000302@apply.kr,010-0000-0302,이민현,game_lab,student,major_math_grade_4,46,gh_0000302,rejected,2026_spring
303,jungle0000303@apply.kr,010-0000-0303,박민현,game_tech_lab,student,major_math_grade_4,72,gh_0000303,pretest_pass,2026_spring
304,jungle0000304@apply.kr,010-0000-0304,최민현,sw_ai_lab,student,major_physics_grade_4,98,gh_0000304,final_pass,2026_spring
305,jungle0000305@apply.kr,010-0000-0305,정민현,game_lab,student,major_physics_grade_4,58,gh_0000305,submitted,2026_spring
306,jungle0000306@apply.kr,010-0000-0306,강민현,game_tech_lab,student,major_physics_grade_4,84,gh_0000306,final_wait,2026_spring
307,jungle0000307@apply.kr,010-0000-0307,조민현,sw_ai_lab,student,major_stats_grade_4,44,none,rejected,2026_spring
308,jungle0000308@apply.kr,010-0000-0308,윤민현,game_lab,student,major_stats_grade_4,70,gh_0000308,pretest_pass,2026_spring
309,jungle0000309@apply.kr,010-0000-0309,장민현,game_tech_lab,student,major_stats_grade_1,96,gh_0000309,final_wait,2026_spring
310,jungle0000310@apply.kr,010-0000-0310,임민현,sw_ai_lab,student,major_design_grade_1,56,gh_0000310,submitted,2026_spring
311,jungle0000311@apply.kr,010-0000-0311,한민현,game_lab,student,major_design_grade_1,82,gh_0000311,interview_wait,2026_spring
312,jungle0000312@apply.kr,010-0000-0312,오민현,game_tech_lab,student,major_design_grade_1,42,gh_0000312,rejected,2026_spring
313,jungle0000313@apply.kr,010-0000-0313,서민현,sw_ai_lab,student,major_ee_grade_1,68,gh_0000313,pretest_pass,2026_spring
314,jungle0000314@apply.kr,010-0000-0314,신민현,game_lab,student,major_ee_grade_1,94,none,final_wait,2026_spring
315,jungle0000315@apply.kr,010-0000-0315,권민현,game_tech_lab,student,major_ee_grade_1,54,gh_0000315,submitted,2026_spring
316,jungle0000316@apply.kr,010-0000-0316,황민현,sw_ai_lab,student,major_business_grade_2,80,gh_0000316,interview_wait,2026_spring
317,jungle0000317@apply.kr,010-0000-0317,안민현,game_lab,student,major_business_grade_2,40,none,rejected,2026_spring
318,jungle0000318@apply.kr,010-0000-0318,송민현,game_tech_lab,student,major_business_grade_2,66,gh_0000318,pretest_pass,2026_spring
319,jungle0000319@apply.kr,010-0000-0319,전민현,sw_ai_lab,student,major_english_grade_2,92,gh_0000319,final_wait,2026_spring
320,jungle0000320@apply.kr,010-0000-0320,홍민현,game_lab,student,major_english_grade_2,52,gh_0000320,submitted,2026_spring
321,jungle0000321@apply.kr,010-0000-0321,김민지,game_tech_lab,student,major_english_grade_2,78,none,pretest_pass,2026_spring
322,jungle0000322@apply.kr,010-0000-0322,이민지,sw_ai_lab,student,major_biology_grade_2,38,gh_0000322,rejected,2026_spring
323,jungle0000323@apply.kr,010-0000-0323,박민지,game_lab,student,major_biology_grade_3,64,gh_0000323,submitted,2026_spring
324,jungle0000324@apply.kr,010-0000-0324,최민지,game_tech_lab,student,major_biology_grade_3,90,none,final_wait,2026_spring
325,jungle0000325@apply.kr,010-0000-0325,정민지,sw_ai_lab,student,major_cs_grade_3,50,gh_0000325,final_wait,2026_spring
326,jungle0000326@apply.kr,010-0000-0326,강민지,game_lab,student,major_cs_grade_3,76,gh_0000326,pretest_pass,2026_spring
327,jungle0000327@apply.kr,010-0000-0327,조민지,game_tech_lab,student,major_cs_grade_3,36,gh_0000327,rejected,2026_spring
328,jungle0000328@apply.kr,010-0000-0328,윤민지,sw_ai_lab,student,major_software_grade_3,62,gh_0000328,submitted,2026_spring
329,jungle0000329@apply.kr,010-0000-0329,장민지,game_lab,student,major_software_grade_3,88,gh_0000329,interview_wait,2026_spring
330,jungle0000330@apply.kr,010-0000-0330,임민지,game_tech_lab,student,major_software_grade_4,48,gh_0000330,rejected,2026_spring
331,jungle0000331@apply.kr,010-0000-0331,한민지,sw_ai_lab,student,major_ai_grade_4,74,none,pretest_pass,2026_spring
332,jungle0000332@apply.kr,010-0000-0332,오민지,game_lab,student,major_ai_grade_4,100,gh_0000332,final_pass,2026_spring
333,jungle0000333@apply.kr,010-0000-0333,서민지,game_tech_lab,student,major_ai_grade_4,60,gh_0000333,submitted,2026_spring
334,jungle0000334@apply.kr,010-0000-0334,신민지,sw_ai_lab,student,major_game_grade_4,86,gh_0000334,interview_wait,2026_spring
335,jungle0000335@apply.kr,010-0000-0335,권민지,game_lab,student,major_game_grade_4,46,gh_0000335,rejected,2026_spring
336,jungle0000336@apply.kr,010-0000-0336,황민지,game_tech_lab,student,major_game_grade_4,72,gh_0000336,pretest_pass,2026_spring
337,jungle0000337@apply.kr,010-0000-0337,안민지,sw_ai_lab,student,major_math_grade_1,98,gh_0000337,final_pass,2026_spring
338,jungle0000338@apply.kr,010-0000-0338,송민지,game_lab,student,major_math_grade_1,58,none,submitted,2026_spring
339,jungle0000339@apply.kr,010-0000-0339,전민지,game_tech_lab,student,major_math_grade_1,84,gh_0000339,withdrawn,2026_spring
340,jungle0000340@apply.kr,010-0000-0340,홍민지,sw_ai_lab,student,major_physics_grade_1,44,gh_0000340,rejected,2026_spring
341,jungle0000341@apply.kr,010-0000-0341,김민인,game_lab,student,major_physics_grade_1,70,gh_0000341,final_wait,2026_spring
342,jungle0000342@apply.kr,010-0000-0342,이민인,game_tech_lab,student,major_physics_grade_1,96,gh_0000342,final_wait,2026_spring
343,jungle0000343@apply.kr,010-0000-0343,박민인,sw_ai_lab,student,major_stats_grade_1,56,gh_0000343,submitted,2026_spring
344,jungle0000344@apply.kr,010-0000-0344,최민인,game_lab,student,major_stats_grade_2,82,gh_0000344,interview_wait,2026_spring
345,jungle0000345@apply.kr,010-0000-0345,정민인,game_tech_lab,student,major_stats_grade_2,42,none,rejected,2026_spring
346,jungle0000346@apply.kr,010-0000-0346,강민인,sw_ai_lab,student,major_design_grade_2,68,gh_0000346,pretest_pass,2026_spring
347,jungle0000347@apply.kr,010-0000-0347,조민인,game_lab,student,major_design_grade_2,94,gh_0000347,final_wait,2026_spring
348,jungle0000348@apply.kr,010-0000-0348,윤민인,game_tech_lab,student,major_design_grade_2,54,gh_0000348,final_wait,2026_spring
349,jungle0000349@apply.kr,010-0000-0349,장민인,sw_ai_lab,student,major_ee_grade_2,80,gh_0000349,interview_wait,2026_spring
350,jungle0000350@apply.kr,010-0000-0350,임민인,game_lab,student,major_ee_grade_2,40,gh_0000350,rejected,2026_spring
351,jungle0000351@apply.kr,010-0000-0351,한민인,game_tech_lab,student,major_ee_grade_3,66,gh_0000351,pretest_pass,2026_spring
352,jungle0000352@apply.kr,010-0000-0352,오민인,sw_ai_lab,student,major_business_grade_3,92,none,final_wait,2026_spring
353,jungle0000353@apply.kr,010-0000-0353,서민인,game_lab,student,major_business_grade_3,52,gh_0000353,submitted,2026_spring
354,jungle0000354@apply.kr,010-0000-0354,신민인,game_tech_lab,student,major_business_grade_3,78,gh_0000354,final_wait,2026_spring
355,jungle0000355@apply.kr,010-0000-0355,권민인,sw_ai_lab,student,major_english_grade_3,38,none,rejected,2026_spring
356,jungle0000356@apply.kr,010-0000-0356,황민인,game_lab,student,major_english_grade_3,64,gh_0000356,submitted,2026_spring
357,jungle0000357@apply.kr,010-0000-0357,안민인,game_tech_lab,student,major_english_grade_3,90,gh_0000357,final_wait,2026_spring
358,jungle0000358@apply.kr,010-0000-0358,송민인,sw_ai_lab,student,major_biology_grade_4,50,gh_0000358,submitted,2026_spring
359,jungle0000359@apply.kr,010-0000-0359,전민인,game_lab,student,major_biology_grade_4,76,gh_0000359,pretest_pass,2026_spring
360,jungle0000360@apply.kr,010-0000-0360,홍민인,game_tech_lab,student,major_biology_grade_4,36,gh_0000360,final_wait,2026_spring
361,jungle0000361@apply.kr,010-0000-0361,김민온,sw_ai_lab,student,major_cs_grade_4,62,gh_0000361,submitted,2026_spring
362,jungle0000362@apply.kr,010-0000-0362,이민온,game_lab,student,major_cs_grade_4,88,none,interview_wait,2026_spring
363,jungle0000363@apply.kr,010-0000-0363,박민온,game_tech_lab,newgrad,major_cs_graduate,48,gh_0000363,rejected,2026_spring
364,jungle0000364@apply.kr,010-0000-0364,최민온,sw_ai_lab,newgrad,major_software_graduate,74,gh_0000364,pretest_pass,2026_spring
365,jungle0000365@apply.kr,010-0000-0365,정민온,game_lab,newgrad,major_software_graduate,100,gh_0000365,final_wait,2026_spring
366,jungle0000366@apply.kr,010-0000-0366,강민온,game_tech_lab,newgrad,major_software_graduate,60,gh_0000366,submitted,2026_spring
367,jungle0000367@apply.kr,010-0000-0367,조민온,sw_ai_lab,newgrad,major_ai_graduate,86,gh_0000367,interview_wait,2026_spring
368,jungle0000368@apply.kr,010-0000-0368,윤민온,game_lab,newgrad,major_ai_graduate,46,gh_0000368,rejected,2026_spring
369,jungle0000369@apply.kr,010-0000-0369,장민온,game_tech_lab,newgrad,major_ai_graduate,72,gh_0000369,final_wait,2026_spring
370,jungle0000370@apply.kr,010-0000-0370,임민온,sw_ai_lab,newgrad,major_game_graduate,98,gh_0000370,final_pass,2026_spring
371,jungle0000371@apply.kr,010-0000-0371,한민온,game_lab,newgrad,major_game_graduate,58,gh_0000371,submitted,2026_spring
372,jungle0000372@apply.kr,010-0000-0372,오민온,game_tech_lab,newgrad,major_game_graduate,84,gh_0000372,interview_wait,2026_spring
373,jungle0000373@apply.kr,010-0000-0373,서민온,sw_ai_lab,newgrad,major_math_graduate,44,gh_0000373,rejected,2026_spring
374,jungle0000374@apply.kr,010-0000-0374,신민온,game_lab,newgrad,major_math_graduate,70,gh_0000374,final_wait,2026_spring
375,jungle0000375@apply.kr,010-0000-0375,권민온,game_tech_lab,incumbent,qa_5y,96,gh_0000375,final_wait,2026_spring
376,jungle0000376@apply.kr,010-0000-0376,황민온,sw_ai_lab,incumbent,game_client_5y,56,gh_0000376,submitted,2026_spring
377,jungle0000377@apply.kr,010-0000-0377,안민온,game_lab,incumbent,game_client_5y,82,gh_0000377,final_wait,2026_spring
378,jungle0000378@apply.kr,010-0000-0378,송민온,game_tech_lab,incumbent,game_client_5y,42,gh_0000378,rejected,2026_spring
379,jungle0000379@apply.kr,010-0000-0379,전민온,sw_ai_lab,incumbent,game_client_5y,68,gh_0000379,pretest_pass,2026_spring
380,jungle0000380@apply.kr,010-0000-0380,홍민온,game_lab,incumbent,game_client_5y,94,gh_0000380,final_wait,2026_spring
381,jungle0000381@apply.kr,010-0000-0381,김민별,game_tech_lab,incumbent,game_server_5y,54,gh_0000381,submitted,2026_spring
382,jungle0000382@apply.kr,010-0000-0382,이민별,sw_ai_lab,incumbent,game_server_5y,80,gh_0000382,final_wait,2026_spring
383,jungle0000383@apply.kr,010-0000-0383,박민별,game_lab,incumbent,game_server_5y,40,gh_0000383,rejected,2026_spring
384,jungle0000384@apply.kr,010-0000-0384,최민별,game_tech_lab,incumbent,game_server_5y,66,gh_0000384,pretest_pass,2026_spring
385,jungle0000385@apply.kr,010-0000-0385,정민별,sw_ai_lab,incumbent,game_server_5y,92,gh_0000385,final_wait,2026_spring
386,jungle0000386@apply.kr,010-0000-0386,강민별,game_lab,incumbent,backend_6y,52,gh_0000386,final_wait,2026_spring
387,jungle0000387@apply.kr,010-0000-0387,조민별,game_tech_lab,switcher,designer_6y,78,gh_0000387,pretest_pass,2026_spring
388,jungle0000388@apply.kr,010-0000-0388,윤민별,sw_ai_lab,switcher,teacher_6y,38,gh_0000388,rejected,2026_spring
389,jungle0000389@apply.kr,010-0000-0389,장민별,game_lab,switcher,teacher_6y,69,gh_0000389,pretest_pass,2026_spring
390,jungle0000390@apply.kr,010-0000-0390,임민별,game_tech_lab,switcher,teacher_6y,95,gh_0000390,final_wait,2026_spring
391,jungle0000391@apply.kr,010-0000-0391,한민별,sw_ai_lab,switcher,teacher_7y,55,gh_0000391,submitted,2026_spring
392,jungle0000392@apply.kr,010-0000-0392,오민별,game_lab,switcher,teacher_7y,81,gh_0000392,interview_wait,2026_spring
393,jungle0000393@apply.kr,010-0000-0393,서민별,game_tech_lab,switcher,teacher_7y,41,none,rejected,2026_spring
394,jungle0000394@apply.kr,010-0000-0394,신민별,sw_ai_lab,switcher,teacher_7y,67,gh_0000394,pretest_pass,2026_spring
395,jungle0000395@apply.kr,010-0000-0395,권민별,game_lab,switcher,teacher_7y,93,gh_0000395,final_wait,2026_spring
396,jungle0000396@apply.kr,010-0000-0396,황민별,game_tech_lab,selftaught,academy_18m,53,gh_0000396,submitted,2026_spring
397,jungle0000397@apply.kr,010-0000-0397,안민별,sw_ai_lab,selftaught,academy_18m,79,gh_0000397,pretest_pass,2026_spring
398,jungle0000398@apply.kr,010-0000-0398,송민별,game_lab,selftaught,academy_18m,39,gh_0000398,rejected,2026_spring
399,jungle0000399@apply.kr,010-0000-0399,전민별,game_tech_lab,selftaught,academy_18m,65,gh_0000399,pretest_pass,2026_spring
400,jungle0000400@apply.kr,010-0000-0400,홍민별,sw_ai_lab,selftaught,academy_24m,91,gh_0000400,final_wait,2026_spring
401,jungle0000401@apply.kr,010-0000-0401,김민율,game_lab,student,major_software_grade_2,51,gh_0000401,submitted,2026_spring
402,jungle0000402@apply.kr,010-0000-0402,이민율,game_tech_lab,student,major_software_grade_2,77,gh_0000402,pretest_pass,2026_spring
403,jungle0000403@apply.kr,010-0000-0403,박민율,sw_ai_lab,student,major_ai_grade_2,37,gh_0000403,rejected,2026_spring
404,jungle0000404@apply.kr,010-0000-0404,최민율,game_lab,student,major_ai_grade_2,63,gh_0000404,submitted,2026_spring
405,jungle0000405@apply.kr,010-0000-0405,정민율,game_tech_lab,student,major_ai_grade_2,89,gh_0000405,interview_wait,2026_spring
406,jungle0000406@apply.kr,010-0000-0406,강민율,sw_ai_lab,student,major_game_grade_2,49,gh_0000406,rejected,2026_spring
407,jungle0000407@apply.kr,010-0000-0407,조민율,game_lab,student,major_game_grade_3,75,none,pretest_pass,2026_spring
408,jungle0000408@apply.kr,010-0000-0408,윤민율,game_tech_lab,student,major_game_grade_3,35,gh_0000408,rejected,2026_spring
409,jungle0000409@apply.kr,010-0000-0409,장민율,sw_ai_lab,student,major_math_grade_3,61,gh_0000409,submitted,2026_spring
410,jungle0000410@apply.kr,010-0000-0410,임민율,game_lab,student,major_math_grade_3,87,gh_0000410,interview_wait,2026_spring
411,jungle0000411@apply.kr,010-0000-0411,한민율,game_tech_lab,student,major_math_grade_3,47,gh_0000411,rejected,2026_spring
412,jungle0000412@apply.kr,010-0000-0412,오민율,sw_ai_lab,student,major_physics_grade_3,73,gh_0000412,pretest_pass,2026_spring
413,jungle0000413@apply.kr,010-0000-0413,서민율,game_lab,student,major_physics_grade_3,99,gh_0000413,final_pass,2026_spring
414,jungle0000414@apply.kr,010-0000-0414,신민율,game_tech_lab,student,major_physics_grade_4,59,none,final_wait,2026_spring
415,jungle0000415@apply.kr,010-0000-0415,권민율,sw_ai_lab,student,major_stats_grade_4,85,gh_0000415,interview_wait,2026_spring
416,jungle0000416@apply.kr,010-0000-0416,황민율,game_lab,student,major_stats_grade_4,45,gh_0000416,rejected,2026_spring
417,jungle0000417@apply.kr,010-0000-0417,안민율,game_tech_lab,student,major_stats_grade_4,71,none,final_wait,2026_spring
418,jungle0000418@apply.kr,010-0000-0418,송민율,sw_ai_lab,student,major_design_grade_4,97,gh_0000418,final_wait,2026_spring
419,jungle0000419@apply.kr,010-0000-0419,전민율,game_lab,student,major_design_grade_4,57,gh_0000419,submitted,2026_spring
420,jungle0000420@apply.kr,010-0000-0420,홍민율,game_tech_lab,student,major_design_grade_4,83,gh_0000420,interview_wait,2026_spring
421,jungle0000421@apply.kr,010-0000-0421,김민나,sw_ai_lab,student,major_ee_grade_1,43,none,rejected,2026_spring
422,jungle0000422@apply.kr,010-0000-0422,이민나,game_lab,student,major_ee_grade_1,69,gh_0000422,final_wait,2026_spring
423,jungle0000423@apply.kr,010-0000-0423,박민나,game_tech_lab,student,major_ee_grade_1,95,gh_0000423,final_wait,2026_spring
